idcontrato,tipoContrato,tipoprocedimento,objectoContrato,adjudicante,adjudicatarios,dataPublicacao,dataCelebracaoContrato,precoContratual,cpv,prazoExecucao,localExecucao,fundamentacao,ProcedimentoCentralizado,DescrAcordoQuadro
10441449,3,4,Aquisição de Derivados do Plasma AQ 2023/438,1306,6676,2024-01-08,2024-01-01,52558.0,281,90,21.0,11.0,Não,13.0
10441479,3,4,Estimulantes da Eritropoiese,258,6680,2024-01-08,2024-01-02,55761.2,659,366,64.0,16.0,Não,9.0
10441652,1,2,Ajuste direto para prestação de serviços de limpeza e desinfeção das instalações municipais (Centro de Saúde de Albufeira e as 4 Extensões),122,6681,2024-01-08,2024-01-01,77546.25,1512,343,177.0,22.0,Não,
10441661,1,3,"Prestação de Serviços de Seguros, por Lotes",217,6684,2024-01-08,2024-01-03,89383.93,213,731,173.0,28.0,Não,
10441693,1,3,"Prestação de Serviços de Seguros, por Lotes",909,6689,2024-01-08,2024-01-08,600.0,73,731,173.0,29.0,Não,
10441735,1,1,Aquisição de Serviços de Técnicos Licenciados em Desporto para os Centros Lúdicos do Concelho na Modalidade de Avença,767,6690,2024-01-08,2024-01-08,15400.0,15,335,93.0,32.0,Não,
10441761,3,2,Pontas para Pipetas para Máquina DIAMED para o Ano de 2024,1311,6703,2024-01-08,2024-01-04,848.0,50,30,61.0,34.0,Não,
10441772,17,2,"CONCESSÃO DA UTILIZAÇÃO PRIVATIVA de parte de terreno público municipal para a implementação, no Município do Corvo, do projeto de instalação e manutenção de um ponto de carregamento de mobilidade elé",257,6719,2024-01-08,2024-01-08,84.0,22,1096,82.0,40.0,Não,
10441793,3,1,"Fornecimento contínuo de produtos hortofrutícolas, para o refeitório da escola
Instituto Tecnológico e Profissional (INTEP), propriedade da SOENPROL – Sociedade
de Ensino Profissional, Lda.",564,6731,2024-01-08,2024-01-08,7497.6,960,205,89.0,42.0,Não,
10441834,3,1,"Aquisição de detergentes industriais, mais concretamente produtos desengordurantes industriais e produtos desengordurantes e desinfetantes industriais para as diversas instalações da ARM, em conformid",1312,6732,2024-01-08,2024-01-08,10088.0,983,731,504.0,47.0,Não,
10441840,1,2,"Prestação de serviços de táxi, para transporte diário de aluno com dificuldades de locomoção. ",375,6734,2024-01-08,2024-01-08,3136.14,50,204,119.0,49.0,Não,
10441875,3,2,"Fornecimento contínuo de produtos da família do bacalhau, para o refeitório da escola
Instituto Tecnológico e Profissional (INTEP), propriedade da SOENPROL – Sociedade
de Ensino Profissional, Lda.",227,6738,2024-01-08,2024-01-08,4063.13,50,205,89.0,53.0,Não,
10442281,1,1,Aquisição de Serviços para Assegurar o Processo de Cadastro Predial Rustico Para o Concelho de Esposende no Âmbito da Candidatura SICS Cávado ,1306,6744,2024-01-08,2024-01-03,34800.0,92,882,45.0,54.0,Não,
10442303,1,1,Reforço da Oferta de Serviço de Carreiras Regulares de Transporte Público no Concelho de Alfândega da Fé,66,6748,2024-01-08,2024-01-08,25000.0,36,366,249.0,56.0,Não,
10442307,1,3,Aquisição de Serviços de Vigilância e Segurança para a Sede para a Autoridade da Concorrência.,1402,6751,2024-01-08,2024-01-05,142466.56,607,731,23.0,61.0,Não,
10442310,3,2,"Fornecimento contínuo de produtos da família do bacalhau, para o
refeitório e aulas da Escola Profissional da Figueira da Foz (EPFF), propriedade da
SODENFOR – Sociedade Difusora de Ensino da Figueira",343,6753,2024-01-08,2024-01-08,2608.39,50,205,89.0,70.0,Não,
10442338,3,1,"Fornecimento contínuo de produtos hortofrutícolas, para o refeitório e aulas da Escola
Técnico Profissional de Cantanhede (ETPC), propriedade da E.T.P.M.M. - Escola
Técnica e Profissional Marquês de M",356,6754,2024-01-08,2024-01-05,18802.2,50,205,89.0,74.0,Não,
10442345,3,2,"Fornecimento contínuo de produtos da família do bacalhau, para o
refeitório e aulas da Escola Técnico Profissional de Cantanhede (ETPC), propriedade
da E.T.P.M.M. – Escola Técnica e Profissional Marqu",19,6756,2024-01-08,2024-01-08,6879.99,224,205,89.0,80.0,Não,
10442364,1,2,Aquisição do Serviço de Telecomunicações de Voz e Dados para a Sede e Delegação Porto.,265,6757,2024-01-08,2024-01-01,7853.88,1588,2192,23.0,91.0,Não,
10442398,1,2,"Prestação de serviços de Táxi, para transporte diário de aluno residente em local não servido por transporte público - de Grovelas a Valões",106,6763,2024-01-08,2024-01-05,2508.38,224,204,119.0,4.0,Não,
10442401,1,2,Aluguer de curta duração de 2 (duas) viaturas elétricas em regime Rent-a-Car pelo período até 12 meses,68,6772,2024-01-08,2024-01-08,13073.28,1588,366,64.0,6.0,Não,
10442697,3,4,"Piperacilina + tazobactam sol inj iv 4,5 ao abrigo cpa 2023/492",85,6780,2024-01-09,2024-01-09,46480.0,20,12,23.0,7.0,Não,10.0
10442726,3,1,CP 004.2024 - BEBIDAS,38,6782,2024-01-09,2024-01-08,2130.0,20,360,9.0,15.0,Não,
10442742,3,1,"Fornecimento contínuo de
mercearia, para o refeitório e aulas da Escola Profissional da Nazaré (EPN),
propriedade da Nazaré Forma – Ensino, Formação e Certificação Profissional, Lda.",713,6786,2024-01-09,2024-01-04,23021.88,125,204,133.0,31.0,Não,
10442743,3,7,Aquisição de software para upgrade do software de gestão e cadastro de fibra ótica da cidade do Porto ,19,6791,2024-01-09,2024-01-08,214457.54,217,1096,,33.0,Não,
10442801,3,1,"Fornecimento contínuo
de produtos cárneos, para o refeitório e aulas da Escola Profissional da Nazaré (EPN),
propriedade da Nazaré Forma – Ensino, Formação e Certificação Profissional, Lda.",1313,6805,2024-01-09,2024-01-03,44448.0,404,204,133.0,35.0,Não,
10442885,1,1,Consulta prévia para reparação da viatura Volvo FL7 com a matrícula 06-91-HN,755,6833,2024-01-09,2024-01-04,39661.27,49,30,176.0,37.0,Não,
10442903,1,2,Serviço de impressão e fornecimento em diversos materiais (trabalhos de serigrafia) Presépios de Sal e outras atividades,789,6836,2024-01-09,2024-01-08,3500.0,55,4,101.0,38.0,Não,
10442954,3,2,Aquisição de armários para arquivo de fichas médicas,1314,6849,2024-01-09,2024-01-09,7200.0,20,60,23.0,48.0,Não,
10443012,1,2,Aquisição de serviços de seguros,905,6851,2024-01-09,2024-01-01,18159.15,1315,365,108.0,51.0,Não,
10443022,3,1,"Fornecimento de Portas Interiores, Aduelas, Fechaduras e Puxadores (Escola Básica Integrada Fernando Casimiro Pereira da Silva)",303,6852,2024-01-09,2024-01-04,29783.0,20,60,101.0,72.0,Não,
10443087,1,2,"Desempenho de funções na cozinha do refeitório do Agrupamento de Escolas de Mêda, devendo o prestador de serviços auxiliar na confeção das refeições escolares para os alunos de todos os ciclos de ensi",682,6854,2024-01-09,2024-01-04,5740.0,22,213,125.0,73.0,Não,
10443089,1,1,CONTRATAÇÃO DE ACOLHIMENTO PARA PESSOA DEPENDENTE PARA DESCANSO DAS PESSOAS CUIDADORAS INFORMAIS,1777,6856,2024-01-09,2024-01-08,45000.0,960,762,49.0,77.0,Não,
10443101,1,8,Aquisição de serviços de manutenção corretiva e preventiva das infraestruturas de águas e águas residuais,1311,6859,2024-01-09,2024-01-05,490000.0,983,547,118.0,78.0,Não,
10443119,2,3,"Empreitada 112/GEBALIS/2023 - Bairro Charquinho 2, Alto Faia, Quinta dos Barros e Telheiras Sul - Obras de reabilitação em frações de habitação municipal",66,6862,2024-01-09,2024-01-04,42030.0,123,75,23.0,88.0,Não,
10443120,1,2,"Prestação de serviços de Táxi, para transporte diário de aluno residente em local não servido por transporte público - Prado São Miguel ",1402,6863,2024-01-09,2024-01-08,997.5,178,204,119.0,89.0,Não,
10443235,3,1,"Aquisição de veículos elétricos para teste e demonstração de tecnologias, sistemas e serviços de mobilidade para cidades/centros urbanos",1315,6865,2024-01-09,2024-01-09,32700.0,20,15,49.0,,Não,
10443247,1,1,Aquisição de prestação de serviços para o Atendimento do Espaço Cidadão da Junta de Freguesia de Avenidas Novas,135,6866,2024-01-09,2024-01-09,7200.0,20,182,23.0,26.0,Não,
10443294,3,4,"730/2023 - Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2021/006,2021/047, 2021/055, 2021/061, 2022/173 e 2023/436",997,6867,2024-01-09,2024-01-03,12159.95,123,366,,4.0,Sim,14.0
10443321,3,2,"Fornecimento contínuo de produtos da família do bacalhau, para o
refeitório e aulas da Escola Técnica e Profissional do Ribatejo (ETPR), na sede em
Tremês, e no polo em Alenquer, propriedade da ETPR –",1228,6868,2024-01-09,2024-01-09,11650.0,349,204,46.0,6.0,Não,
10443350,3,2,Aquisição de Stent´s e e Outro MCC,233,6877,2024-01-09,2024-01-04,14000.0,20,20,26.0,7.0,Não,
10443392,3,1,"Fornecimento contínuo de produtos cárneos, para o refeitório e aulas da Escola
Profissional Vasconcellos Lebre (EPVL), propriedade da Escola Profissional da
Mealhada, Unipessoal, Lda.",1267,6897,2024-01-09,2024-01-04,67570.66,57,204,142.0,15.0,Não,
10443396,3,2,"aquisição de 58 toneladas de pellets enplus-a, de 6mm certificada com transporte incluído",682,6904,2024-01-09,2024-01-03,18038.0,20,121,268.0,31.0,Não,
10443404,1,1,Aquisição de serviços de refeições,1777,6906,2024-01-09,2024-01-01,0.0,20,365,108.0,33.0,Não,
10443433,3,1,CP2_AERS_2024_AVES,68,6907,2024-01-09,2024-01-04,6000.0,1513,252,234.0,35.0,Não,
10443435,1,2,Aquisição de serviços técnicos específicos de realização de 9 Masterclasses de Jazz (Guitarra) no âmbito do aperfeiçoamento instrumental dos estudantes que frequentam as Unidades Curriculares da Área ,85,6909,2024-01-09,2024-01-03,3150.0,277,265,118.0,37.0,Não,
10443461,3,1,"Fornecimento contínuo de mercearia, para o refeitório e aulas da Escola Profissional
Vasconcellos Lebre (EPVL), propriedade da Escola Profissional da Mealhada,
Unipessoal, Lda.",418,6914,2024-01-09,2024-01-04,30050.4,586,204,142.0,38.0,Não,
10443481,3,1,CP12_AERS_2024_LEITEESCOLAR,442,6918,2024-01-09,2024-01-04,3000.0,940,252,234.0,48.0,Não,
10443552,3,4,Medicamentos para o Sistema Nervoso Central,1316,6922,2024-01-09,2024-01-04,5324.28,20,366,64.0,51.0,Não,15.0
10443579,1,1,"Aquisição de serviços de manutenção para o jardim da CCDR-NORTE, I.P.",8,6927,2024-01-09,2024-01-08,26640.0,183,1096,26.0,72.0,Não,
10443600,3,2,"Fornecimento contínuo de
produtos da família do bacalhau, para o refeitório e aulas da Escola Profissional
Vasconcellos Lebre (EPVL), propriedade da Escola Profissional da Mealhada,
Unipessoal, Lda.",119,6931,2024-01-09,2024-01-09,6965.55,148,204,142.0,73.0,Não,
10443608,3,2,"Aquisição de Cal Sodada (Cartucho) para Ventilador PRIMUS IE e Copos Condensados para a ULSAALE, EPE.- Ano 2024",381,6938,2024-01-09,2024-01-05,4931.28,123,366,64.0,77.0,Não,
10443808,2,1,Obras de Beneficiação em Edifícios de Habitação Social,161,6947,2024-01-09,2024-01-08,49993.58,1370,90,159.0,78.0,Não,
10444001,3,4,Medicamentos para o Sistema Nervoso Central,1012,6954,2024-01-09,2024-01-04,9502.0,1514,366,64.0,88.0,Não,15.0
10444048,3,3,Licenciamento de software em utilização na ATEC,1071,6956,2024-01-09,2024-01-09,1050.63,25,366,,89.0,Não,
10444049,2,3,Empreitada: L. Sintra - Santa Cruz/Damaia - Beneficiação da PSP Desco 10011045,283,6961,2024-01-09,2024-01-08,214814.26,155,180,63.0,21.0,Não,
10444078,3,4,Medicamentos para o Sistema Nervoso Central,295,6965,2024-01-09,2024-01-04,1579.2,707,366,64.0,23.0,Não,15.0
10444096,1,1,"Licenciamento e Execução, para construção de equipamento social para as respostas de ERPI ",158,6968,2024-01-09,2024-01-09,60650.0,123,180,61.0,24.0,Não,
10444147,3,4,241000022/13559 - VÁRIAS FAMÍLIAS,488,6969,2024-01-09,2024-01-09,5620.0,399,366,23.0,25.0,Não,20.0
10444184,3,4,241000022/13559 - VÁRIAS FAMÍLIAS,1268,6974,2024-01-09,2024-01-09,20160.06,180,366,23.0,27.0,Não,20.0
10444239,1,1,Implementação de medidas corretivas em infraestruturas elétricas identificadas após levantamento exaustivo nos edifícios dos agrupamentos sede: EB Fernando Casimiro e EB Marinhas do Sal,334,6981,2024-01-09,2024-01-04,34800.0,349,180,101.0,41.0,Não,
10444241,3,4,241000020/13559 - VÁRIAS FAMÍLIAS,173,6984,2024-01-09,2024-01-09,415983.0,19,366,23.0,44.0,Não,39.0
10444334,1,3,"Aquisição de Serviços de Segurança e Vigilância para a ULS Guarda, E.P.E  por um período de 36 meses",1229,6989,2024-01-09,2024-01-08,2365837.2,669,1096,173.0,52.0,Não,
10444462,1,5,"Aquisição de apólices de seguros - ramo automóvel, ao abrigo de acordo quadro N.º 02/2021,celebrado na sequência do procedimento de concurso publico n.º 01/2021/CCE ",1264,6991,2024-01-09,2024-01-05,4995.0,707,180,287.0,57.0,Não,194.0
10444590,1,2,"Aquisição de serviços de concepção gráfica de suporte à edição promovida pelo município, de Idanha-a-Nova – Adufe n.º 31",92,6996,2024-01-09,2024-01-09,17000.0,20,5,262.0,60.0,Não,
10444609,3,2,Produtos de lavagem de Endoscópios,1054,6998,2024-01-09,2024-01-08,30877.16,1315,358,56.0,63.0,Não,
10444630,1,1,Contratação do Grupo Musical Kapittal – 11 de Fevereiro,162,7005,2024-01-09,2024-01-04,4350.0,1515,1,106.0,68.0,Não,
10444631,1,3,Aquisição de serviços de informação a utilizadores no âmbito do SARA,1631,7017,2024-01-09,2024-01-08,44126.0,9,547,118.0,69.0,Não,
10444664,3,2,"Fornecimento contínuo de produtos cárneos, para a Escola Profissional
da Serra da Estrela (EPSE), propriedade da PRO SENA – Empresa Promotora de Serviços de
Ensino, S.A.",1289,7025,2024-01-09,2024-01-05,15203.28,6,204,50.0,84.0,Não,
10444756,3,3,Aquisição continuada de bens de consumo alimentar para o refeitório municipal,273,7030,2024-01-09,2024-01-04,38801.72,1315,366,79.0,17.0,Não,
10444830,3,1,Aquisição de produtos alimentares diversos e bebidas para os bufetes das escolas do agrupamento ,1289,7036,2024-01-09,2024-01-09,5457.43,145,366,110.0,21.0,Não,
10444858,4,3,"CPUB002DFJ2023 - Locação Financeira Mobiliária (Leasing) para Aquisição de Viaturas, por Lotes",201,7037,2024-01-09,2024-01-01,47626.79,944,1461,99.0,23.0,Não,
10444862,3,1,Aquisição de produtos alimentares diversos e bebidas para os bufetes das escolas do agrupamento ,443,7041,2024-01-09,2024-01-09,5548.94,110,366,110.0,24.0,Não,
10444934,3,1,Aquisição de produtos alimentares diversos e bebidas para os bufetes das escolas do agrupamento ,1317,7042,2024-01-09,2024-01-09,1897.76,19,366,110.0,25.0,Não,
10444943,1,2,Reparação de Máquina De Lavar Ferros da Esterilização da U.L.S. Lisboa Ocidental- HEM ,1318,7050,2024-01-09,2024-01-09,1499.2,669,10,23.0,27.0,Não,
10444946,3,2,"Fornecimento contínuo de produtos da família do bacalhau, para a Escola
Profissional da Serra da Estrela (EPSE), propriedade da Pro Sena – Empresa Promotora de
Serviços de Ensino, S.A.",1319,7053,2024-01-09,2024-01-09,5083.27,20,204,50.0,41.0,Não,
10445025,1,2,Procedimento N.º 67/2023 - Prestação de Serviços de Apoio Logístico a Projetos Sociais da responsabilidade da Junta de Freguesia do Beato,182,7055,2024-01-09,2024-01-01,8700.0,75,366,23.0,44.0,Não,
10445040,2,7,"Empreitada de  Reabilitação de 30 frações Municipais destinadas ao realojamento do Bairro de Vale de Chícharos, União das Freguesias do Seixal, Arrentela e Aldeia de Paio Pires Fase 3 e 4, ao abrigo d",1072,7058,2024-01-09,2024-01-08,112668.26,1149,10,108.0,52.0,Não,
10445165,1,2,Prestação de Serviços - Nadador Salvador,184,7059,2024-01-09,2024-01-05,7680.0,1616,182,50.0,57.0,Não,
10445179,3,2,SUBSTITUIÇÃO DAS BATERIAS DO SISTEMA DE COMUNICAÇÃO DO ELEVADOR,21,7060,2024-01-09,2024-01-08,89.64,1739,15,21.0,60.0,Não,
10445202,4,3,"CPUB002DFJ2023 - Locação Financeira Mobiliária (Leasing) para Aquisição de Viaturas, por Lotes",35,7064,2024-01-09,2024-01-01,43564.9,19,1461,99.0,63.0,Não,
10445268,1,2,Reparação de Máquina De Secagem de Endoscópios das Endoscopias da U.L.S. Lisboa Ocidental- HEM,530,7066,2024-01-09,2024-01-09,1544.0,669,10,23.0,68.0,Não,
10445311,3,1,Aquisição de produtos alimentares,21,7071,2024-01-09,2024-01-03,836.0,567,366,143.0,69.0,Não,
10445358,1,2,Aquisição de serviços de auditoria financeira externa ao contrato de concessão de serviço público de transporte de passageiros da Comunidade Intermunicipal do Algarve ,35,7077,2024-01-09,2024-01-08,11000.0,1516,180,68.0,84.0,Não,
10445436,3,2,"Fornecimento contínuo de produtos peixe, marisco e legumes congelados, para o refeitório da Escola Evaristo Nogueira (EEN), propriedade da Escola Evaristo Nogueira, Lda..",530,7083,2024-01-09,2024-01-09,6537.23,283,205,50.0,21.0,Não,
10445491,1,2,aquisição de serviços no apoio administrativo e financeiro ,1299,7085,2024-01-09,2024-01-02,3600.0,858,365,51.0,23.0,Não,
10445510,1,3,Aquisição de Serviços de Seguros – Ramo Frota Automóvel,381,7086,2024-01-09,2024-01-03,49975.09,152,1096,,24.0,Não,
10445577,1,3,"Aquisição de serviços, por lotes, em regime de avença, para o desenvolvimento da operação Trofa + Novas Estratégias Educativas (n.º 2479) no âmbito do Aviso n.º 02/C03-i06.03/2022 - 2º fase - Plano de",142,7094,2024-01-09,2024-01-05,31200.0,289,762,112.0,25.0,Não,
10445601,2,3,Obras de Requalificação no Lar S. José – Edifício B,90,7110,2024-01-09,2024-01-05,291000.0,1517,120,13.0,27.0,Não,
10445615,4,1,LOCAÇÃO DE MATERIAL ESPECÍFICO PARA EVENTOS DESPORTIVOS PARA O ANO 2024,122,7118,2024-01-09,2024-01-08,19350.0,1315,289,112.0,41.0,Não,
10445628,1,2,Rota dos Cântaros e Rodilhas - Sinalética,1320,7123,2024-01-09,2024-01-09,15425.13,486,90,250.0,44.0,Não,
10445648,3,3,Fornecimento Contínuo de Lacticínios,490,7124,2024-01-09,2024-01-07,10531.52,224,366,51.0,52.0,Não,
10445654,1,1,AQUISIÇÃO DE SERVIÇOS DE NOTÁRIO,624,7127,2024-01-09,2024-01-05,60000.0,1588,1096,118.0,57.0,Não,
10445980,1,3,2023/1413 DAQV - Aquisição da Prestação de Serviços de Lavagem e Higienização de Ecopontos do tipo Cyclea - FC,259,7128,2024-01-10,2024-01-09,179265.0,19,456,17.0,60.0,Não,
10446116,3,1,"Fornecimento contínuo de produtos
hortofrutícolas, para o refeitório da Escola Evaristo Nogueira (EEN), propriedade da
Escola Evaristo Nogueira, Lda.",541,7131,2024-01-10,2024-01-10,5157.36,669,203,50.0,63.0,Não,
10446135,1,2,Espetáculo de Música Fado no Café da Casa,1321,7135,2024-01-10,2024-01-09,7200.0,19,355,4.0,68.0,Não,
10446160,1,2,AD 166/23 - Aquisição de serviços de viagens e alojamento com vista à participação do Município na FITUR 2024 (Madrid) e na BTL 2024 (Lisboa),77,7136,2024-01-10,2024-01-09,12075.0,669,55,27.0,69.0,Não,
10446162,2,2,Educação - Ensino Básico e Secundário - Ampliação/Conservação/Reparação de Centros Escolares - Outros - EB de Alfarelos - Drenagem Pluvial,1176,7138,2024-01-10,2024-01-09,18700.0,893,30,281.0,84.0,Não,
10446172,1,3,CP42023 Serviços de Agências de Viagens 2024,512,7146,2024-01-10,2024-01-03,75000.0,125,366,99.0,21.0,Não,
10446188,1,2,"Procedimento N.º 70/2023 - Prestação de Serviços de Consultoria de Recursos Humanos, Avaliação de Desempenho de Trabalhadores em Funções Públicas e Apoio Técnico ou Jurídico",1106,7151,2024-01-10,2024-01-01,9900.0,20,366,23.0,23.0,Não,
10446210,3,3,"Concurso Público nº 2023/103, com publicação no JOUE - Aquisição de equipamento informático (servidores) e software de virtualização",135,7165,2024-01-10,2024-01-08,265200.0,886,70,23.0,24.0,Não,
10446267,3,2,Aquisição de equipamento informático para o Município,432,7169,2024-01-10,2024-01-04,12000.0,886,90,269.0,25.0,Não,
10446286,1,2,Procedimento N.º 71/2023 - Prestação de Serviços de Segurança e Proteção Civil,602,7171,2024-01-10,2024-01-01,7500.0,20,366,23.0,27.0,Não,
10446336,1,2,Prestação de Serviços de Limpeza na sede e delegação,66,7177,2024-01-10,2024-01-04,4800.0,1131,182,55.0,41.0,Não,
10446377,3,1,"Proc: 118/UMC/2023 - Fornecimento, em postos públicos, de Eletricidade para a Mobilidade Elétrica em Portugal Continental, para o ano 2024",1402,7178,2024-01-10,2024-01-08,3300.0,25,365,372.0,44.0,Sim,
10446407,1,2,Procedimento N.º 75/2023 - Prestação de Serviços na Especialidade de Clínica Geral,19,7179,2024-01-10,2024-01-01,8100.0,63,366,23.0,52.0,Não,
10446414,3,2,23V00051 - Aquisição de reagentes para a Faculdade de Medicina da Universidade de Coimbra,77,7180,2024-01-10,2024-01-10,929.0,63,5,56.0,57.0,Não,
10446450,1,1,Elaboração de projetos de execução para Hospital Prof. Dr. Fernando da Fonseca e Centro Hospitalar Psiquiátrico de Lisboa,1176,7184,2024-01-10,2024-01-09,40000.0,599,90,23.0,60.0,Não,
10446485,1,2,"Prestação de serviços de transporte rodoviário, no âmbito da programação do Cineteatro Alba",812,7189,2024-01-10,2024-01-09,7452.83,224,357,187.0,63.0,Não,
10446497,1,2,JFG.AD.ABS.2024.01 - Prestação de Serviços administrativos,77,7196,2024-01-10,2024-01-08,10905.24,1588,366,57.0,68.0,Não,
10446505,1,1,Aquisição de serviços para a fiscalização da empreitada para a Reabilitação de 84 fogos - Vila Nova de Cima e Bairro Sá Carneiro,1176,7205,2024-01-10,2024-01-04,52360.0,636,335,11.0,69.0,Não,
10446654,3,1,Fornecimento de produtos químicos para os complexos desportivos municipais,953,7209,2024-01-10,2024-01-10,13988.4,20,365,70.0,84.0,Não,
10446827,1,1,AQUISIÇÃO DE SERVIÇOS DE CRONOMETRAGEM PARA EVENTOS DESPORTIVOS PARA O ANO DE 2024,164,7213,2024-01-10,2024-01-08,17710.0,46,366,112.0,21.0,Não,
10447057,3,2,Conjunto de peças de mão Ellips Fx,512,7216,2024-01-10,2024-01-04,10500.0,267,30,53.0,23.0,Não,
10447095,3,1,CP13_AERS_2024_LIMPEZA,1106,7227,2024-01-10,2024-01-05,6000.0,46,252,234.0,24.0,Não,
10447102,3,1,"Aquisição por lotes de géneros alimentares transformados e/ou enlatados, para consumo nas unidades alimentares dos SASUC, pelo período de 4 meses",802,7229,2024-01-10,2024-01-04,6654.0,75,121,56.0,25.0,Não,
10447185,2,1,Reabilitação da fachada e cobertura do edifício para equipamento público apoio à zona norte cidade - Gvtº R. Garcia Carvalho e Larg. Raúl Brandão,1299,7238,2024-01-10,2024-01-10,44716.4,1149,45,208.0,27.0,Não,
10447191,1,1,Jardim Natal 2023 – Aluguer de Equipamentos de Som e Iluminação Cénica - Montagem/Desmontagem,602,7243,2024-01-10,2024-01-03,11700.0,1616,22,198.0,41.0,Não,
10447406,1,1,"Aluguer de bares, estruturas e equipamentos",321,7266,2024-01-10,2024-01-04,68700.0,1739,3,106.0,44.0,Não,
10447492,3,1,Aquisição de plataforma de Gestão de Aprendizagem,512,7276,2024-01-10,2024-01-10,26000.0,46,1065,188.0,52.0,Não,
10447515,3,1,Aquisição de um ecógrafo de alta gama para o Serviço de Neurologia,1106,7293,2024-01-10,2024-01-08,72000.0,75,60,56.0,57.0,Não,
10447651,1,2,"Cidade Europeia do Vinho 2023 -
REALIZAÇÃO, PRODUÇÃO E TRANSMISSÃO DA GALA DE ENCERRAMENTO
",241,7294,2024-01-10,2024-01-04,19916.0,1149,1,93.0,60.0,Não,
10447657,1,3,Aquisição de serviços de agenciamento de viagens e alojamentos para a Assembleia da República (Período Transitório),969,7295,2024-01-10,2024-01-10,75000.0,1616,60,23.0,63.0,Não,
10447704,3,1,"Aquisição de produtos à base de soja, chocolates e bolachas ",1033,7300,2024-01-10,2024-01-10,7071.75,1739,366,,68.0,Não,
10447867,1,3,"Aquisição de Serviços para Revisão dos Projetos de Execução de Reabilitação das Escolas EB 2,3 do Concelho – Eiriz e Paços de Ferreira – Por Lotes",1322,7303,2024-01-10,2024-01-09,10770.0,1334,30,3.0,69.0,Não,
10447891,1,1,Captura de fotos e vídeos para divulgação dos eventos culturais e desportivos ,226,7310,2024-01-10,2024-01-05,8400.0,320,360,108.0,84.0,Não,
10447955,1,2,2023_142AD Aquisição de serviços de comunicação digital,654,7315,2024-01-10,2024-01-09,19200.0,47,366,23.0,21.0,Não,
10447974,1,1,Aquisição de serviços de recolha de resíduos urbanos,1049,7316,2024-01-10,2024-01-01,5760.0,1518,182,65.0,23.0,Não,
10447997,3,2,118028323 – Aquisição de Equipamentos de monitorização de frio (termohigrómetros) e 25 Licenças PluriSensor para o SIE do Hospital de Santa Cruz,1300,7321,2024-01-10,2024-01-10,10795.0,1315,15,17.0,24.0,Não,
10448010,3,2,Renovação do Licenciamento de Software para a ADSE para suporte ao Projeto SAS Detection and Investigation for Health Care para a ADSE (Produção e testes),77,7322,2024-01-10,2024-01-10,79484.5,75,356,23.0,25.0,Não,
10448076,1,1,Execução do Programa de Controlo da Qualidade da Água - 2024,1176,7333,2024-01-10,2024-01-04,13949.7,1149,365,119.0,27.0,Não,
10448081,2,3,Substituição de rede de distribuição de água potável na Travessa da Contrata e Corujeira – Caniço,77,7353,2024-01-10,2024-01-09,33406.19,1616,90,57.0,41.0,Não,
10448471,3,3,Aquisição de Bens n.º 14/DMEM/DEM/DMMC/23- AQUISIÇÃO DE DIVERSO MOBILIÁRIO PARA O REGIMENTO DE SAPADORES BOMBEIROS  ,1176,7354,2024-01-10,2024-01-09,112891.0,1739,90,23.0,44.0,Não,
10448570,1,2,AD 05/2023 – ASSESSORIA TÉCNICA NA ÁREA DA CONTRATAÇÃO PÚBLICA NO ÂMBITO DOS PROJETOS FINANCIADOS PELO FUNDO SOCIAL EUROPEU,1323,7355,2024-01-10,2024-01-10,6000.0,235,731,9.0,52.0,Não,
10448637,1,2,OA064523 - Aquisição de serviços de caracterização estrutural e de estudo de vulnerabilidade sísmica a Edifício,1324,7357,2024-01-10,2024-01-09,75000.0,1519,56,23.0,57.0,Não,
10448709,2,3,CPU 10/2023 - Empreitada de Reposição de Pavimento Betuminoso e Calçada nos Concelhos de Loures e Odivelas,1325,7358,2024-01-10,2024-01-09,134870.18,266,366,79.0,60.0,Não,
10448771,1,1,Prestação de Serviços de Manutenção arvoredo Ribeira da Granja,68,7365,2024-01-10,2024-01-10,23523.0,1520,60,26.0,63.0,Não,
10448926,1,3,"CONTRATAÇÃO DA PRESTAÇÃO DE SERVIÇOS DE ELABORAÇÃO DOS PROJETOS DE ESPECIALIDADES DA AMPLIAÇÃO DO PAVILHÃO DA ESCOLA EB 2,3 PADRE JOÃO COELHO CABANITA EM LOULÉ",85,7367,2024-01-10,2024-01-08,17880.0,20,105,35.0,68.0,Não,
10448954,1,1,Manutenção de Espaços Verdes,68,7371,2024-01-10,2024-01-08,51220.0,1315,365,175.0,69.0,Não,
10448974,1,2,AQUISIÇÃO DE SERVIÇOS DE ANIMADORA DE GIP,85,7376,2024-01-10,2024-01-01,6111.12,224,366,113.0,84.0,Não,
10449081,1,3,Serviços de Administração SAP e Bases de Dados 2024,862,7377,2024-01-10,2024-01-10,60582.24,1588,366,94.0,50.0,Não,
10449273,3,3,"PRC_0321/2023_CLG - Acordo Quadro Singular para a Aquisição de Ferramentas para a Águas do Norte, S.A
",826,7378,2024-01-10,2024-01-09,0.0,229,1095,123.0,81.0,Não,
10449520,1,2,"Aquisição de serviços de DJ, som, vídeo e iluminação, no âmbito do evento Natal Folião",1428,7382,2024-01-10,2024-01-10,7400.0,52,1,121.0,,Não,
